"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","MEN","POP","MENarr","POParr"
"41068","Courmemin","41230","COURMEMIN                             ",24,41,"212,816955684","497,9113680154",213,498
"41069","Cour-sur-Loire","41500","COUR SUR LOIRE                        ",24,41,"126,1971830986","291,8309859155",126,292
"41070","Couture-sur-Loir","41800","COUTURE SUR LOIR                      ",24,41,"214,4781553398","399,0291262136",214,399
"41071","Crouy-sur-Cosson","41220","CROUY SUR COSSON                      ",24,41,212,496,212,496
"41072","Crucheray","41100","CRUCHERAY                             ",24,41,"166,7737226277","424,8759124088",167,425
"41073","Danzé","41160","DANZE                                 ",24,41,"305,5641748942","712,9830747532",306,713
"41074","Dhuizon","41220","DHUIZON                               ",24,41,"592,170212766","1321,9574468085",592,1322
"41075","Droué","41270","DROUE                                 ",24,41,"479,1448288461","976,2708102097",479,976
"41077","Épiais","41290","EPIAIS                                ",24,41,"55,661971831","158,4225352113",56,158
"41078","Épuisay","41360","EPUISAY                               ",24,41,"302,5209656925","762,1956797967",303,762
"41079","Les Essarts","41800","LES ESSARTS                           ",24,41,"48,623853211","116,6972477064",49,117
"41080","Faverolles-sur-Cher","41400","FAVEROLLES SUR CHER                   ",24,41,"570,3843255463","1298,1160512434",570,1298
"41081","Faye","41100","FAYE                                  ",24,41,"86,582278481","226,0759493671",87,226
"41082","Feings","41120","FEINGS                                ",24,41,"285,3559322034",732,285,732
"41083","La Ferté-Beauharnais","41210","LA FERTE BEAUHARNAIS                  ",24,41,"240,3611650485","507,4291262136",240,507
"41084","La Ferté-Imbault","41300","LA FERTE IMBAULT                      ",24,41,"457,0943247391","970,3230402356",457,970
"41085","La Ferté-Saint-Cyr","41220","LA FERTE SAINT CYR                       ",24,41,"447,2782526116","1041,0104463438",447,1041
"41086","Fontaines-en-Sologne","41250","FONTAINES EN SOLOGNE                  ",24,41,"268,1772151899","644,0316455696",268,644
"41087","Fontaine-les-Coteaux","41800","FONTAINE LES COTEAUX                  ",24,41,"174,6102003941","366,3600523606",175,366
